Unnamed: 0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
17343,Barbara's Brazilian Kitchen,London,,,,,,,/Restaurant_Review-g186338-d5814610-Reviews-Barbara_s_Brazilian_Kitchen-London_England.html,d5814610
354,Va.Do al Pigneto,Rome,"['Italian', 'Seafood', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",355.0,4.5,$$ - $$$,214.0,"[['Excellent meal...the ravioli, the tiramisu...', 'Innovative cooking on the highest level wi...'], ['10/24/2017', '09/27/2017']]",/Restaurant_Review-g187791-d10261562-Reviews-Va_Do_al_Pigneto-Rome_Lazio.html,d10261562
9334,Le Barometre,Paris,"['French', 'European']",9336.0,3.5,$$ - $$$,49.0,"[['Very Nice', 'Good Option'], ['03/05/2017', '04/14/2016']]",/Restaurant_Review-g187147-d718800-Reviews-Le_Barometre-Paris_Ile_de_France.html,d718800
1140,Saiko Sushi,Warsaw,"['Japanese', 'Sushi', 'Asian', 'Korean', 'Soups']",1142.0,5.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g274856-d10901158-Reviews-Saiko_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,d10901158
649,Le Briey,Lyon,,650.0,4.5,,27.0,"[['Fantastic place to eat', 'Excellent casual meal'], ['07/17/2017', '07/17/2016']]",/Restaurant_Review-g187265-d5798148-Reviews-Le_Briey-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d5798148
4217,Restaurant Haru,Milan,"['Chinese', 'Japanese', 'Sushi']",4220.0,3.5,,87.0,"[[], []]",/Restaurant_Review-g187849-d10151938-Reviews-Restaurant_Haru-Milan_Lombardy.html,d10151938
2037,Arisu,Munich,"['Asian', 'Korean']",2053.0,3.5,$$ - $$$,32.0,"[['Excellent food to eat in or take away', 'The only authentic Korean cuisine in Munic...'], ['01/01/2018', '11/07/2017']]",/Restaurant_Review-g187309-d4331627-Reviews-Arisu-Munich_Upper_Bavaria_Bavaria.html,d4331627
4468,Heidekrug,Berlin,,4470.0,4.0,,4.0,"[[], []]",/Restaurant_Review-g187323-d5518590-Reviews-Heidekrug-Berlin.html,d5518590
1968,Cilantro Madrid,Madrid,"['Mediterranean', 'Spanish']",1970.0,4.0,$$ - $$$,145.0,"[['Really cool hamburgers', 'Awesome burgers and T-bone steak... Top ch...'], ['10/04/2017', '08/31/2017']]",/Restaurant_Review-g187514-d4973480-Reviews-Cilantro_Madrid-Madrid.html,d4973480
1223,Pan & Cake Pizzeria Creperia,Krakow,"['Italian', 'Polish', 'Pizza', 'European', 'Polynesian']",1224.0,2.0,$,2.0,"[[], []]",/Restaurant_Review-g274772-d12950663-Reviews-Pan_Cake_Pizzeria_Creperia-Krakow_Lesser_Poland_Province_Southern_Poland.html,d12950663
2033,Crepes a la Carte,London,"['French', 'Vegetarian Friendly', 'Vegan Options']",2037.0,4.5,$,43.0,"[['Excellent', 'Wonderful'], ['12/31/2017', '12/23/2017']]",/Restaurant_Review-g186338-d5815530-Reviews-Crepes_a_la_Carte-London_England.html,d5815530
7551,The King's Head,London,"['Bar', 'British', 'Pub', 'Vegetarian Friendly', 'Gluten Free Options']",7560.0,3.0,$$ - $$$,171.0,"[['Not all that', 'A nice meeting place'], ['12/28/2017', '12/03/2017']]",/Restaurant_Review-g186338-d951688-Reviews-The_King_s_Head-London_England.html,d951688
988,Bakkekroen,Oslo,,989.0,3.0,,26.0,"[['A good place for friends to go to', 'Good food at ""Brown"" Heritage Venue'], ['02/09/2017', '02/01/2017']]",/Restaurant_Review-g190479-d3384966-Reviews-Bakkekroen-Oslo_Eastern_Norway.html,d3384966
237,Shiso Burger,Paris,"['American', 'Fast Food', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options']",238.0,4.5,$$ - $$$,238.0,"[['amazing!!', 'Very good burger close to Notre Dame'], ['12/26/2017', '10/21/2017']]",/Restaurant_Review-g187147-d10460996-Reviews-Shiso_Burger-Paris_Ile_de_France.html,d10460996
951,Subway,Stockholm,['Fast Food'],952.0,4.0,$,16.0,"[['Very clean and very modern.', 'Subway'], ['11/13/2017', '08/25/2017']]",/Restaurant_Review-g189852-d10507693-Reviews-Subway-Stockholm.html,d10507693
700,Canto Saudade,Lisbon,"['Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly']",701.0,4.0,$$ - $$$,194.0,"[['Homely restaurant', 'My First Taste of Bacalau'], ['02/19/2018', '12/19/2017']]",/Restaurant_Review-g189158-d7702461-Reviews-Canto_Saudade-Lisbon_Lisbon_District_Central_Portugal.html,d7702461
6881,La Bodegeta,Barcelona,"['Bar', 'Spanish']",6882.0,3.0,,,"[[], []]",/Restaurant_Review-g187497-d7274408-Reviews-La_Bodegeta-Barcelona_Catalonia.html,d7274408
6681,Bar Restaurant La Bona Cuina,Barcelona,['Mediterranean'],6682.0,3.0,$$ - $$$,7.0,"[['nice terrace but the food wasnt worth it', ""A local's restaurant""], ['03/02/2017', '05/24/2016']]",/Restaurant_Review-g187497-d8662981-Reviews-Bar_Restaurant_La_Bona_Cuina-Barcelona_Catalonia.html,d8662981
10384,Last Days of Shoreditch,London,"['American', 'Caribbean', 'Chinese']",10393.0,4.0,$$ - $$$,7.0,"[['Not bad for a chill out but not much food...', 'Party venue, date venue, out with mates ve...'], ['08/29/2017', '08/27/2017']]",/Restaurant_Review-g186338-d11774309-Reviews-Last_Days_of_Shoreditch-London_England.html,d11774309
2443,Raymons - Das Fischrestaurant,Berlin,['Seafood'],2445.0,3.5,$$ - $$$,60.0,"[['Excellent Views - look out for the special...', 'Wonderful'], ['08/16/2015', '03/24/2013']]",/Restaurant_Review-g187323-d3893200-Reviews-Raymons_Das_Fischrestaurant-Berlin.html,d3893200
6467,Caffe Millennio,Milan,,,,,,,/Restaurant_Review-g187849-d8339669-Reviews-Caffe_Millennio-Milan_Lombardy.html,d8339669
1375,Hobson's Fish & Chips,London,"['Seafood', 'Fast Food', 'British', 'Gluten Free Options']",1377.0,4.5,$,154.0,"[[""Good fresh fish at Hobson's"", 'Great chip-shop'], ['01/01/2018', '12/23/2017']]",/Restaurant_Review-g186338-d8874016-Reviews-Hobson_s_Fish_Chips-London_England.html,d8874016
1103,Budapest Restaurant,Krakow,"['European', 'Eastern European', 'Hungarian']",1104.0,3.5,,2.0,"[['New Hungarian place'], ['05/29/2016']]",/Restaurant_Review-g274772-d10374728-Reviews-Budapest_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html,d10374728
14602,La Tayelet,Paris,"['Italian', 'Japanese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10593934-Reviews-La_Tayelet-Paris_Ile_de_France.html,d10593934
276,Avenue Restaurant,Krakow,"['Polish', 'American', 'European', 'Vegetarian Friendly']",277.0,4.0,$$ - $$$,85.0,"[['Enjoyed it', 'Very nice pit stop to have some drinks and...'], ['05/14/2017', '05/05/2017']]",/Restaurant_Review-g274772-d4844749-Reviews-Avenue_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html,d4844749
3232,Jam,Prague,['Cafe'],3239.0,4.5,,3.0,"[[], []]",/Restaurant_Review-g274707-d7123427-Reviews-Jam-Prague_Bohemia.html,d7123427
740,Mamie Burger Faubourg Montmartre,Paris,"['American', 'Grill', 'Vegetarian Friendly']",741.0,4.0,$$ - $$$,301.0,"[['Great food/ quick service', 'Great burgers, friendly service'], ['11/22/2017', '11/21/2017']]",/Restaurant_Review-g187147-d8665136-Reviews-Mamie_Burger_Faubourg_Montmartre-Paris_Ile_de_France.html,d8665136
499,Restaurant Ferdys,Warsaw,"['Polish', 'International', 'Central European', 'Argentinean']",500.0,4.0,$$ - $$$,99.0,"[['Good Polish cuisine, good service', 'Suprisingly good hotel restaurant'], ['06/17/2017', '10/01/2017']]",/Restaurant_Review-g274856-d1955830-Reviews-Restaurant_Ferdys-Warsaw_Mazovia_Province_Central_Poland.html,d1955830
11826,Travancore,London,"['Indian', 'Vegetarian Friendly']",11836.0,3.5,$$ - $$$,42.0,"[['Average restaurant', 'Still a good curry'], ['08/28/2017', '05/29/2017']]",/Restaurant_Review-g186338-d720392-Reviews-Travancore-London_England.html,d720392
748,Thai Oasen,Stockholm,['Thai'],749.0,4.5,$,26.0,"[['Take away counter serving large portions o...', 'Good food for great prices'], ['03/28/2017', '12/19/2016']]",/Restaurant_Review-g189852-d3906749-Reviews-Thai_Oasen-Stockholm.html,d3906749
1106,Sphinx,Krakow,,1107.0,3.5,,9.0,"[[], []]",/Restaurant_Review-g274772-d9714836-Reviews-Sphinx-Krakow_Lesser_Poland_Province_Southern_Poland.html,d9714836
4589,Salitre,Madrid,['Spanish'],4591.0,4.5,,11.0,"[[], []]",/Restaurant_Review-g187514-d4996189-Reviews-Salitre-Madrid.html,d4996189
512,L'Ostia,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",513.0,4.0,$$ - $$$,864.0,"[['Great peppers but assumed service', 'THE BEST PAELLA'], ['10/15/2017', '10/03/2017']]",/Restaurant_Review-g187497-d3641593-Reviews-L_Ostia-Barcelona_Catalonia.html,d3641593
453,Mamma Angela Trattoria,Rome,"['Healthy', 'Italian', 'Vegetarian Friendly', 'Vegan Options']",454.0,4.0,$$ - $$$,2554.0,"[['Fabulous food wine ambience and service', 'Good ambience'], ['01/03/2018', '01/03/2018']]",/Restaurant_Review-g187791-d1492727-Reviews-Mamma_Angela_Trattoria-Rome_Lazio.html,d1492727
7531,Giralt Bar,Barcelona,,7532.0,3.0,,27.0,"[['Obnoxious staff', 'Professional scammers'], ['09/08/2017', '06/03/2017']]",/Restaurant_Review-g187497-d4252322-Reviews-Giralt_Bar-Barcelona_Catalonia.html,d4252322
1983,Heritage Colonial Cuisine,Berlin,['Vietnamese'],1985.0,5.0,$,8.0,"[['Great food, boyfriend in sweats', 'Nothing hip, just great dining.'], ['06/16/2017', '05/01/2017']]",/Restaurant_Review-g187323-d10372563-Reviews-Heritage_Colonial_Cuisine-Berlin.html,d10372563
658,La Rosa Rossa,Rome,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",659.0,4.5,$,824.0,"[['The steak is amazing', 'Lovely evening meal'], ['07/13/2017', '07/06/2017']]",/Restaurant_Review-g187791-d2100938-Reviews-La_Rosa_Rossa-Rome_Lazio.html,d2100938
4126,Gourmet Sud,Berlin,['International'],4128.0,3.5,$$ - $$$,25.0,"[['Hidden Treasure', 'Delicious surprise!'], ['12/26/2017', '10/30/2017']]",/Restaurant_Review-g187323-d2468706-Reviews-Gourmet_Sud-Berlin.html,d2468706
13874,Happy Bowl,Paris,['Chinese'],13876.0,1.5,,2.0,"[[], []]",/Restaurant_Review-g187147-d7619299-Reviews-Happy_Bowl-Paris_Ile_de_France.html,d7619299
14282,Sabor a Colombia,Paris,,,,,,,/Restaurant_Review-g187147-d5787877-Reviews-Sabor_a_Colombia-Paris_Ile_de_France.html,d5787877
6944,Coffreez,Berlin,['Cafe'],,,,,,/Restaurant_Review-g187323-d12333785-Reviews-Coffreez-Berlin.html,d12333785
1585,Ristosalumeria,Milan,,1587.0,4.0,,37.0,"[['Sublime'], ['09/17/2017']]",/Restaurant_Review-g187849-d12708901-Reviews-Ristosalumeria-Milan_Lombardy.html,d12708901
1671,Rosy,Rome,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",1672.0,4.0,$$ - $$$,264.0,"[['Simple but nice', 'Always a Pleasant Experience'], ['12/22/2017', '10/24/2017']]",/Restaurant_Review-g187791-d3628964-Reviews-Rosy-Rome_Lazio.html,d3628964
243,Asador Casa Juan,Madrid,"['Steakhouse', 'Mediterranean', 'European', 'Spanish', 'Gluten Free Options']",244.0,4.0,$$$$,1190.0,"[['Very nice food - great service!', 'A great classic'], ['10/25/2017', '07/09/2017']]",/Restaurant_Review-g187514-d814360-Reviews-Asador_Casa_Juan-Madrid.html,d814360
5630,Foodie's By Tramezzino,Milan,,5633.0,3.0,,17.0,"[[], []]",/Restaurant_Review-g187849-d12076032-Reviews-Foodie_s_By_Tramezzino-Milan_Lombardy.html,d12076032
6543,Villa Kunterbunt,Berlin,,,,,,,/Restaurant_Review-g187323-d4793751-Reviews-Villa_Kunterbunt-Berlin.html,d4793751
881,Oslo Sportsbar,Oslo,,882.0,4.0,,2.0,"[['Great place for sports and good bar food...'], ['04/16/2016']]",/Restaurant_Review-g190479-d10192666-Reviews-Oslo_Sportsbar-Oslo_Eastern_Norway.html,d10192666
2797,Bar a Momos,Paris,"['Asian', 'Tibetan', 'Vegetarian Friendly']",2798.0,4.5,$,49.0,"[['Excellent value for money for genuine Tibe...', 'Tibetan cuisine in Paris'], ['11/10/2017', '05/26/2015']]",/Restaurant_Review-g187147-d8050535-Reviews-Bar_a_Momos-Paris_Ile_de_France.html,d8050535
974,Co Nem,Brussels,"['Thai', 'Asian', 'Vietnamese']",975.0,4.0,$$ - $$$,54.0,"[['Pretty good Thai/Viet', 'Excellent food for a great price !'], ['10/24/2016', '09/14/2016']]",/Restaurant_Review-g188644-d4581090-Reviews-Co_Nem-Brussels.html,d4581090
17768,Crazy Pizza Take away,London,,,,,,,/Restaurant_Review-g186338-d11659374-Reviews-Crazy_Pizza_Take_away-London_England.html,d11659374
2280,Cafe De Gouden Florijn,Amsterdam,['Cafe'],2286.0,4.5,$$ - $$$,21.0,"[['Great traditional bar', 'Cozy place!'], ['09/24/2017', '03/05/2017']]",/Restaurant_Review-g188590-d3691724-Reviews-Cafe_De_Gouden_Florijn-Amsterdam_North_Holland_Province.html,d3691724
6532,Royal Cafe,London,,6541.0,4.5,,10.0,"[['Perfect for pre match Full english', 'Good, clean, nice service'], ['12/30/2017', '11/07/2017']]",/Restaurant_Review-g186338-d10265246-Reviews-Royal_Cafe-London_England.html,d10265246
2884,Restaurante Agullers,Barcelona,"['Mediterranean', 'Spanish']",2885.0,4.5,$,24.0,"[['Cute hidden tapas', 'Truly Local, and inexpensive'], ['10/24/2016', '09/19/2016']]",/Restaurant_Review-g187497-d997757-Reviews-Restaurante_Agullers-Barcelona_Catalonia.html,d997757
2462,Gran Bodega Aregall,Barcelona,,2463.0,4.5,,13.0,"[[], []]",/Restaurant_Review-g187497-d11912992-Reviews-Gran_Bodega_Aregall-Barcelona_Catalonia.html,d11912992
809,The Swan,Dublin,['Pub'],810.0,4.5,$,54.0,"[['Worth a stop', 'Old and classic'], ['09/12/2017', '07/11/2017']]",/Restaurant_Review-g186605-d783089-Reviews-The_Swan-Dublin_County_Dublin.html,d783089
1561,Brunello Bar and Restaurant,Rome,"['Italian', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",1562.0,4.5,$$$$,182.0,"[['Our best meal in Rome, a true fine dining...', 'charming restaurant'], ['01/06/2018', '12/03/2017']]",/Restaurant_Review-g187791-d1135514-Reviews-Brunello_Bar_and_Restaurant-Rome_Lazio.html,d1135514
7495,Cheminee,Paris,"['Middle Eastern', 'Persian', 'Halal']",7496.0,4.5,$$ - $$$,3.0,"[['Good food and real Persian ambiance'], ['12/26/2017']]",/Restaurant_Review-g187147-d3742538-Reviews-Cheminee-Paris_Ile_de_France.html,d3742538
561,17 restaurant.bar,Athens,"['Mediterranean', 'Greek', 'Cafe', 'Diner', 'Wine Bar']",562.0,4.5,$$ - $$$,24.0,"[['An old time classic in the business distri...', 'Classy restaurant and bar'], ['11/25/2017', '02/04/2017']]",/Restaurant_Review-g189400-d1732594-Reviews-17_restaurant_bar-Athens_Attica.html,d1732594
2566,Ottolina Cafe,Milan,"['Bar', 'Pub', 'Cafe', 'Italian', 'Healthy', 'Vegetarian Friendly']",2568.0,4.0,$,48.0,"[['Good Food', 'Great interior'], ['12/03/2017', '10/17/2017']]",/Restaurant_Review-g187849-d6621390-Reviews-Ottolina_Cafe-Milan_Lombardy.html,d6621390
3254,Casa Botias,Madrid,,3256.0,4.0,,33.0,"[['Eating out'], ['09/12/2016']]",/Restaurant_Review-g187514-d10085734-Reviews-Casa_Botias-Madrid.html,d10085734
3056,Fricke 46,Hamburg,"['Brew Pub', 'Bar', 'Pub', 'Diner']",,,,,,/Restaurant_Review-g187331-d12124648-Reviews-Fricke_46-Hamburg.html,d12124648
7209,Mon Oncle le Vigneron,Paris,['French'],7210.0,4.5,$$ - $$$,25.0,"[['Lovely neighborhood restaurant', 'Quaint and fabulous'], ['06/15/2017', '06/16/2016']]",/Restaurant_Review-g187147-d719777-Reviews-Mon_Oncle_le_Vigneron-Paris_Ile_de_France.html,d719777
4792,Maison Nouilles,Paris,,4793.0,4.0,,34.0,"[['Take away noodles: great!'], ['10/10/2015']]",/Restaurant_Review-g187147-d8547155-Reviews-Maison_Nouilles-Paris_Ile_de_France.html,d8547155
5695,Le Petit Bleu,Paris,"['Moroccan', 'Mediterranean', 'Tunisian']",5696.0,4.0,$,21.0,"[['Good food and efficient service', 'great value couscous meals with fresh vegg...'], ['12/14/2017', '10/11/2016']]",/Restaurant_Review-g187147-d10593417-Reviews-Le_Petit_Bleu-Paris_Ile_de_France.html,d10593417
6145,Dagorno,Paris,['French'],6146.0,4.5,$$ - $$$,29.0,"[['Wonderul little Parisian bistro'], ['11/18/2014']]",/Restaurant_Review-g187147-d1035115-Reviews-Dagorno-Paris_Ile_de_France.html,d1035115
980,De Culinaire Werkplaats,Amsterdam,"['European', 'Vegetarian Friendly', 'Vegan Options']",983.0,4.5,$$ - $$$,54.0,"[['Never to be forgotten', 'Like testing a taster menu before the publ...'], ['12/31/2017', '12/19/2017']]",/Restaurant_Review-g188590-d4844103-Reviews-De_Culinaire_Werkplaats-Amsterdam_North_Holland_Province.html,d4844103
4866,Bar Legazpi,Barcelona,"['South American', 'Central American']",4867.0,4.5,,2.0,"[[], []]",/Restaurant_Review-g187497-d12035861-Reviews-Bar_Legazpi-Barcelona_Catalonia.html,d12035861
15551,Eat. The Real Food Company,London,,15563.0,2.5,,6.0,"[['Blooming awful service', 'tasteless, stale food - a place to avoid'], ['02/06/2017', '04/05/2017']]",/Restaurant_Review-g186338-d8024713-Reviews-Eat_The_Real_Food_Company-London_England.html,d8024713
1499,Flavours Cafe,Edinburgh,,1502.0,3.5,,3.0,"[['Great for takeaway', 'It all tasted the same...'], ['12/19/2013', '08/21/2013']]",/Restaurant_Review-g186525-d4333933-Reviews-Flavours_Cafe-Edinburgh_Scotland.html,d4333933
2125,Disigual Caffe,Milan,,2127.0,4.5,,15.0,"[[], []]",/Restaurant_Review-g187849-d11904214-Reviews-Disigual_Caffe-Milan_Lombardy.html,d11904214
3158,FriDos,Vienna,['Pub'],3160.0,3.0,,,"[[], []]",/Restaurant_Review-g190454-d12918994-Reviews-FriDos-Vienna.html,d12918994
1841,SchatjePatatje,Amsterdam,,1846.0,4.5,,12.0,"[['Nice idea,good chips', 'Fresh fries, delicious sauces!'], ['09/09/2016', '06/23/2016']]",/Restaurant_Review-g188590-d9999347-Reviews-SchatjePatatje-Amsterdam_North_Holland_Province.html,d9999347
4517,Indisches Restaurant Muglia,Berlin,,4519.0,4.5,,3.0,"[[], []]",/Restaurant_Review-g187323-d5526523-Reviews-Indisches_Restaurant_Muglia-Berlin.html,d5526523
3588,bar la familia,Barcelona,['Cafe'],3589.0,4.5,,13.0,"[[], []]",/Restaurant_Review-g187497-d6209229-Reviews-Bar_la_familia-Barcelona_Catalonia.html,d6209229
389,Trattoria della Gloria,Milan,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options']",390.0,4.0,$$ - $$$,389.0,"[['Lunch menu !!! Affordable and unique', 'Crowdy, basic, nothing special'], ['05/03/2017', '03/25/2017']]",/Restaurant_Review-g187849-d1973193-Reviews-Trattoria_della_Gloria-Milan_Lombardy.html,d1973193
7783,La Barbacoa de Berlin,Madrid,,7790.0,3.0,,29.0,"[['Great family restaurant in the Park'], ['08/03/2014']]",/Restaurant_Review-g187514-d4786832-Reviews-La_Barbacoa_de_Berlin-Madrid.html,d4786832
5739,Delikato,Berlin,['Turkish'],5741.0,3.5,$,22.0,"[['Terrible, worst place ever !!!!', 'Best donair I had in Berlin, cool atmosphe...'], ['07/30/2017', '07/31/2016']]",/Restaurant_Review-g187323-d6764543-Reviews-Delikato-Berlin.html,d6764543
1111,FONTANINA DI TORRE,Athens,,1113.0,5.0,,,"[['Great Local Spot'], ['07/17/2014']]",/Restaurant_Review-g189400-d940536-Reviews-FONTANINA_DI_TORRE-Athens_Attica.html,d940536
907,Indian Garden,Stockholm,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",908.0,4.0,$$ - $$$,30.0,"[['Delicious fiid', 'Tasty - Indian Thali'], ['05/16/2017', '03/02/2017']]",/Restaurant_Review-g189852-d7212391-Reviews-Indian_Garden-Stockholm.html,d7212391
1088,IL Forno,Krakow,"['Italian', 'Pizza']",1089.0,3.5,$$ - $$$,64.0,"[['Amazing food', 'Very nice'], ['12/24/2015', '12/11/2015']]",/Restaurant_Review-g274772-d3530030-Reviews-IL_Forno-Krakow_Lesser_Poland_Province_Southern_Poland.html,d3530030
6657,Shang Hai Asiatisch Restaurant,Berlin,,,,,,,/Restaurant_Review-g187323-d5610181-Reviews-Shang_Hai_Asiatisch_Restaurant-Berlin.html,d5610181
7326,Willie's Wine Bar,Paris,"['French', 'Wine Bar']",7327.0,4.0,$$ - $$$,23.0,"[['Off the beaten path, worth the trip', 'Great service and amazing wine by the glas...'], ['03/02/2017', '01/07/2018']]",/Restaurant_Review-g187147-d4835414-Reviews-Willie_s_Wine_Bar-Paris_Ile_de_France.html,d4835414
7142,schnaps,Barcelona,['Spanish'],7143.0,3.0,,7.0,"[[], []]",/Restaurant_Review-g187497-d7705243-Reviews-Schnaps-Barcelona_Catalonia.html,d7705243
2959,Almendra Hamburg,Hamburg,,,,,,,/Restaurant_Review-g187331-d5819285-Reviews-Almendra_Hamburg-Hamburg.html,d5819285
1428,Panificio Danelli,Milan,"['Italian', 'Vegetarian Friendly']",1430.0,4.5,$,55.0,"[['The Hot Choco!', 'Excellent!'], ['03/24/2017', '10/21/2016']]",/Restaurant_Review-g187849-d7085712-Reviews-Panificio_Danelli-Milan_Lombardy.html,d7085712
9984,Tostato,London,['European'],9993.0,4.5,$,7.0,"[['Friendly, chilled atmosphere, yummy food.', 'Always a friendly face'], ['11/06/2016', '06/03/2016']]",/Restaurant_Review-g186338-d8397080-Reviews-Tostato-London_England.html,d8397080
2852,Schinderhannes,Munich,,,,,,,/Restaurant_Review-g187309-d5792317-Reviews-Schinderhannes-Munich_Upper_Bavaria_Bavaria.html,d5792317
4444,A Casa di Alberto,Rome,"['Italian', 'Pizza']",4445.0,3.5,$$ - $$$,262.0,"[['Excellent restaurant, great service, good...', 'Good'], ['01/06/2017', '08/30/2013']]",/Restaurant_Review-g187791-d1130462-Reviews-A_Casa_di_Alberto-Rome_Lazio.html,d1130462
2734,Cafetaria De Brug,Amsterdam,,2741.0,4.0,,,"[[], []]",/Restaurant_Review-g188590-d12693873-Reviews-Cafetaria_De_Brug-Amsterdam_North_Holland_Province.html,d12693873
1656,Rosetta's Kitchen,Amsterdam,"['Italian', 'Seafood', 'Mediterranean']",1661.0,4.5,$$ - $$$,26.0,"[['Great italian food in Amsterdam', 'Proper slice of Italy in Amsterdam'], ['05/19/2017', '01/21/2017']]",/Restaurant_Review-g188590-d8855460-Reviews-Rosetta_s_Kitchen-Amsterdam_North_Holland_Province.html,d8855460
3647,Stampedo,Berlin,,3649.0,4.5,,10.0,"[[], []]",/Restaurant_Review-g187323-d1037152-Reviews-Stampedo-Berlin.html,d1037152
8519,Diwana Bhel Poori House,London,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",8528.0,3.5,$,684.0,"[['Quality food vegetarian', 'Tasty food, great value'], ['12/31/2017', '12/20/2017']]",/Restaurant_Review-g186338-d718881-Reviews-Diwana_Bhel_Poori_House-London_England.html,d718881
4458,El Timonel,Barcelona,,4459.0,3.5,,25.0,"[['Very nice terrace and location, but disapp...', 'Cheap at Half the Price'], ['08/25/2016', '08/18/2014']]",/Restaurant_Review-g187497-d7007022-Reviews-El_Timonel-Barcelona_Catalonia.html,d7007022
3945,Cesaretto,Rome,"['Italian', 'Wine Bar']",3946.0,4.5,$$ - $$$,48.0,"[['Wine bar - fantastic experience', 'Vino, Wine, вино'], ['01/02/2018', '12/05/2017']]",/Restaurant_Review-g187791-d2035833-Reviews-Cesaretto-Rome_Lazio.html,d2035833
7230,Via Birra,Madrid,['Italian'],7235.0,3.5,,4.0,"[[], []]",/Restaurant_Review-g187514-d7622940-Reviews-Via_Birra-Madrid.html,d7622940
5513,Opera Court Im Hotel de Rome,Berlin,,5515.0,4.0,,19.0,"[['best high tea in town.', 'Great time'], ['01/20/2017', '11/20/2016']]",/Restaurant_Review-g187323-d7186363-Reviews-Opera_Court_Im_Hotel_de_Rome-Berlin.html,d7186363
12729,cafe la belle poule,Paris,"['Wine Bar', 'French', 'Bar', 'European']",12731.0,3.0,$$ - $$$,187.0,"[['Atmosphere not quality', 'Not bad'], ['05/21/2017', '04/26/2017']]",/Restaurant_Review-g187147-d6863524-Reviews-Cafe_la_belle_poule-Paris_Ile_de_France.html,d6863524
1373,Ginkgo,Brussels,,1384.0,5.0,,2.0,"[['Great patisserie and really nice staff'], ['02/03/2018']]",/Restaurant_Review-g1136501-d13352421-Reviews-Ginkgo-Saint_Gilles_Brussels.html,d13352421
2015,Hahnhof,Munich,,2031.0,4.0,,5.0,"[['A must go!', 'very easy train station.'], ['11/03/2013', '04/01/2012']]",/Restaurant_Review-g187309-d964381-Reviews-Hahnhof-Munich_Upper_Bavaria_Bavaria.html,d964381
12054,Itsu,London,['Sushi'],12064.0,3.5,$,10.0,"[['Standard Itsu but a little quieter than so...', 'Great Itsu selection, in a handy location...'], ['08/09/2017', '02/20/2017']]",/Restaurant_Review-g186338-d11768951-Reviews-Itsu-London_England.html,d11768951
270,Amigo Argentijns Restaurant,Amsterdam,"['Steakhouse', 'Barbecue', 'Grill', 'Argentinean', 'South American', 'Gluten Free Options']",271.0,4.5,$$ - $$$,310.0,"[['Amazing meat', 'The best steak I’ve ever had'], ['01/05/2018', '01/03/2018']]",/Restaurant_Review-g188590-d2228019-Reviews-Amigo_Argentijns_Restaurant-Amsterdam_North_Holland_Province.html,d2228019
635,Pod Zlotym Lisciem Restaurant,Krakow,"['Italian', 'American', 'Polish', 'Mediterranean', 'European']",636.0,4.0,$$ - $$$,31.0,"[['Very popular restaurant', 'Great place. We never left dissapointed!'], ['05/17/2017', '01/07/2017']]",/Restaurant_Review-g274772-d7606341-Reviews-Pod_Zlotym_Lisciem_Restaurant-Krakow_Lesser_Poland_Province_Southern_Poland.html,d7606341
499,Open Baladin,Rome,"['Italian', 'American', 'Bar', 'Fast Food', 'Pub', 'Brew Pub', 'Vegetarian Friendly', 'Vegan Options']",500.0,4.0,$$ - $$$,2736.0,"[[""When you just can't eat any more past"", 'Good choice to leave a good impression'], ['12/21/2017', '11/26/2017']]",/Restaurant_Review-g187791-d1971737-Reviews-Open_Baladin-Rome_Lazio.html,d1971737
17853,Mezza Eatery,London,"['Lebanese', 'Mediterranean']",,,$$ - $$$,,,/Restaurant_Review-g186338-d12185679-Reviews-Mezza_Eatery-London_England.html,d12185679
6020,Nando's - Brunswick Square,London,"['Fast Food', 'Portuguese', 'European']",6029.0,3.5,$$ - $$$,106.0,"[['Excellent customer service and tasty food', 'Quick cheap diner'], ['12/10/2017', '11/03/2017']]",/Restaurant_Review-g186338-d1867653-Reviews-Nando_s_Brunswick_Square-London_England.html,d1867653
